Time (min)	Area (pixel^2)	Normalized 
0.0	171946.0	1.0
15.0	171876.0	0.9995872106051492
30.0	157758.5	0.9163364351507861
45.0	146736.5	0.8513397964358584
60.0	132094.0	0.7649931005201146
75.0	126256.5	0.7305694134852398
90.0	120180.5	0.694739294012195
105.0	112863.5	0.6515910082675819
120.0	108681.0	0.6269268419252497
135.0	102746.0	0.5919281982332614
150.0	100070.0	0.5761478493672528
165.0	98037.0	0.5641592659425161
180.0	97053.5	0.5583595749448631
195.0	96112.5	0.5528105060797981
210.0	90475.5	0.519569165811603
225.0	90810.5	0.5215446579155315
240.0	90988.5	0.5225943223767234
255.0	86231.5	0.4945423345009376
270.0	81817.5	0.4685130146599205
285.0	81441.5	0.4662957459104365
300.0	74784.0	0.42703652596445296
315.0	75674.0	0.4322848482704124
330.0	71676.0	0.40870867683307976
345.0	73952.5	0.42213317765276154
360.0	67862.5	0.38622050030074656
375.0	64053.5	0.3637588602295109
390.0	64050.5	0.36374116925544586
405.0	63494.5	0.36046244206205996
420.0	63151.0	0.35843682553161377
435.0	61481.0	0.34858884996874595
450.0	58520.5	0.33113080706223685
465.0	55323.5	0.31227812570026775
480.0	51499.0	0.2897250822630294
495.0	53581.5	0.30200556675983914
510.0	50233.5	0.28226243970326337
525.0	50828.0	0.28576820106381723
540.0	44866.5	0.2506132871009211
555.0	42972.0	0.2394414369788534
570.0	40875.0	0.227075446107396
585.0	41561.0	0.23112078217693333
600.0	42363.5	0.2358531177393294
615.0	38706.0	0.21428487185837786
630.0	28792.0	0.15582209956480203
645.0	31495.0	0.17176166719739588
660.0	24777.5	0.1321486277701117
675.0	26203.5	0.14055773744235692
690.0	26868.0	0.1444762881977615
705.0	22497.5	0.11870348748068735
720.0	19578.5	0.1014901697154112
735.0	19234.5	0.09946160468928752
750.0	18083.0	0.09267121914399273
765.0	17546.0	0.08950453478635201
780.0	16850.0	0.08540022880326457
795.0	16453.5	0.08306207173100284
810.0	16595.5	0.08389944450341436
825.0	15810.0	0.07926735779405347
840.0	16796.5	0.08508473976577151
855.0	9755.5	0.04356402363514135
870.0	10105.5	0.04562797060939509
885.0	9804.5	0.04385297621153687
900.0	8894.0	0.03848376558279966
915.0	7993.5	0.03317352486761255
930.0	8991.5	0.0390587222399132
945.0	10434.5	0.0475680807651936
960.0	12579.0	0.060214178726013985
975.0	13844.0	0.0676738727901025
990.0	14121.0	0.06930733939544044
1005.0	12620.0	0.06045595537156943
1020.0	8687.0	0.037263088372312445
1035.0	10259.0	0.04653315878238923
1050.0	9994.5	0.0449734045689889
1065.0	8700.0	0.037339749259927585
1080.0	8482.0	0.03605420514453526
1095.0	9694.0	0.043201358666808194
1110.0	10356.0	0.04710516694382526
1125.0	10435.5	0.04757397775654861
1140.0	9681.5	0.04312764627487056
1155.0	9452.0	0.041774286758895614
1170.0	7252.5	0.028803854273549635
1185.0	8836.0	0.038141740084209036
1200.0	9172.5	0.04012607767517013
1215.0	9529.0	0.04222835509323143
1230.0	7914.0	0.03270471405488919
1245.0	6172.5	0.022435103610138108
1260.0	8810.5	0.037991366804656264
1275.0	8066.5	0.033604005236528324
1290.0	8111.5	0.03386936984750381
1305.0	10323.5	0.046913514724787414
1320.0	8563.0	0.036531861444291124
1335.0	9920.0	0.044534078713040604
1350.0	8150.0	0.03409640401467171
1365.0	10703.0	0.049151422944013964
1380.0	7390.0	0.0296146905848636
1395.0	11010.5	0.05096474778567975
1410.0	10479.5	0.04783344537616908
1425.0	8596.5	0.03672941065468398
1440.0	8342.0	0.035228626354833766
1455.0	8597.0	0.036732359150361486
1470.0	6391.0	0.02372359622120794
1485.0	7113.0	0.027981223979525648
1500.0	7258.5	0.0288392362216797
1515.0	5544.5	0.018731793039191404
1530.0	6064.5	0.021798228543796955
1545.0	4348.0	0.011676042882921133
1560.0	5124.5	0.01625505667008692
1575.0	5333.5	0.017487527863284152
1590.0	5058.0	0.01586290674497871
1605.0	5480.0	0.018351437096793217
1620.0	8044.0	0.03347132293104058
1635.0	7432.5	0.029865312717451555
1650.0	5566.0	0.018858578353324135
1665.0	4859.0	0.014689405465331588
1680.0	4970.0	0.015343971505737772
1695.0	5481.5	0.018360282583825733
1710.0	6596.0	0.024932479448985127
1725.0	6329.0	0.023357982757197276
1740.0	4910.0	0.014990152024437133
1755.0	5734.5	0.019852221396643433
1770.0	4379.5	0.01186179811060397
1785.0	5808.5	0.020288598756914224
1800.0	4593.5	0.013123754260576255
1815.0	4936.5	0.015146422295344915
1830.0	11094.0	0.051457146563823136
1845.0	7078.0	0.02777482928210027
1860.0	7904.0	0.03264574414133909
1875.0	6867.5	0.026533512601870524
1890.0	6102.5	0.022022314215287362
1905.0	9319.5	0.040992935404356695
1920.0	6968.5	0.027129108728726602
1935.0	6981.5	0.027205769616341743
1950.0	7756.5	0.03177593791647501
1965.0	7875.5	0.03247767988772129
1980.0	8838.0	0.038153534066919056
1995.0	6279.5	0.02306608168512425
2010.0	7959.0	0.032970078665864676
2025.0	8122.5	0.03393423675240892
2040.0	8833.5	0.03812699760582151
2055.0	9994.5	0.0449734045689889
2070.0	8946.5	0.038793357628937715
2085.0	10017.5	0.04510903537015415
2100.0	9786.0	0.04374388187146918
2115.0	8562.0	0.03652596445293611
2130.0	8768.0	0.03774074467206831
2145.0	7593.5	0.030814728325608276
2160.0	8255.5	0.03471853660262534
2175.0	9743.5	0.04349325973888122
2190.0	9162.0	0.04006415926594251
2205.0	8426.0	0.03572397362865466
2220.0	8716.0	0.037434101121607756
2235.0	8771.5	0.03776138414181085
