Time (min)	Area (pixel^2)	Normalized 
0.0	108641.5	1.0
15.0	98843.5	0.9098134690702908
30.0	87573.5	0.8060777879539587
45.0	72710.5	0.6692700303291099
60.0	63718.0	0.5864977932005725
75.0	59794.0	0.5503789988172108
90.0	57544.5	0.5296732832297051
105.0	49265.5	0.4534685180156754
120.0	46775.0	0.43054449726853916
135.0	39574.0	0.364262275465637
150.0	36831.0	0.33901409682303724
165.0	34408.5	0.31671598790517436
180.0	32894.0	0.30277564282525554
195.0	30879.0	0.2842284025901704
210.0	27420.0	0.25238974056875135
225.0	28019.5	0.25790788971065387
240.0	22027.0	0.2027494097559404
255.0	21576.5	0.1986027438870045
270.0	19992.5	0.18402268009922543
285.0	17858.5	0.16438009416291197
300.0	14297.5	0.1316025643975829
315.0	12827.5	0.11807182338240911
330.0	13006.5	0.11971944422711395
345.0	12659.5	0.11652545298067497
360.0	9607.5	0.08843305734917135
375.0	7629.5	0.07022638678589674
390.0	7260.5	0.06682989465351638
405.0	4728.0	0.04351928130594662
420.0	4118.5	0.03790908630679805
435.0	4267.5	0.03928056957976464
450.0	4020.5	0.03700703690578646
465.0	3889.0	0.035796633883000514
480.0	992.5	0.00913555133167344
495.0	927.0	0.008532650966711616
510.0	765.0	0.0070415080793251195
525.0	734.0	0.006756165921862272
540.0	788.0	0.007253213550991104
555.0	504.5	0.004643713498064736
570.0	275.0	0.0025312610742672
585.0	507.5	0.00467132725523856
600.0	569.0	0.0052374092773019515
615.0	553.5	0.005094738198570528
630.0	874.5	0.008049410216169695
645.0	830.5	0.007644408444286944
660.0	1357.5	0.012495225121155359
675.0	1396.5	0.012854203964415072
690.0	300.0	0.0027613757173824
705.0	153.0	0.001408301615865024
720.0	33.5	0.000308353621774368
735.0	106.0	0.0009756860868084479
750.0	101.0	0.000929663158185408
765.0	72.5	0.00066733246503408
780.0	109.5	0.001007902136844576
795.0	144.5	0.001330062637205856
810.0	3.0	2.7613757173824e-05
825.0	104.0	0.000957276915359232
840.0	60.5	0.000556877436338784
855.0	84.0	0.000773185200867072
870.0	228.0	0.0020986455452106237
885.0	63.5	0.000584491193512608
900.0	354.0	0.003258423346511232
915.0	797.0	0.007336054822512576
930.0	741.5	0.006825200314796832
945.0	557.5	0.00513155654146896
960.0	107.5	0.00098949296539536
975.0	33.0	0.000303751328912064
990.0	68.0	0.0006259118292733439
1005.0	42.5	0.00039119489329584
1020.0	0.0	0.0
1035.0	0.0	0.0
1050.0	0.0	0.0
1065.0	49.5	0.000455626993368096
1080.0	59.0	0.000543070557751872
1095.0	0.0	0.0
1110.0	0.0	0.0
1125.0	0.0	0.0
1140.0	0.0	0.0
1155.0	177.5	0.0016338139661179198
1170.0	0.0	0.0
1185.0	103.0	0.000948072329634624
1200.0	9.5	8.7443564383776e-05
1215.0	47.5	0.00043721782191887996
1230.0	0.0	0.0
1245.0	0.0	0.0
1260.0	10.0	9.204585724607999e-05
1275.0	51.0	0.000469433871955008
1290.0	70.5	0.000648923293584864
1305.0	173.0	0.001592393330357184
1320.0	37.0	0.000340569671810496
1335.0	90.5	0.000833015008077024
1350.0	67.0	0.000616707243548736
1365.0	131.5	0.001210403022785952
1380.0	130.5	0.001201198437061344
1395.0	3.5	3.2216050036127996e-05
1410.0	0.0	0.0
1425.0	2.5	2.3011464311519998e-05
1440.0	7.0	6.443210007225599e-05
1455.0	32.5	0.00029914903604976
1470.0	73.5	0.000676537050758688
1485.0	116.0	0.001067731944054528
1500.0	0.0	0.0
1515.0	47.5	0.00043721782191887996
1530.0	172.0	0.001583188744632576
1545.0	221.0	0.002034213445138368
1560.0	202.0	0.001859326316370816
1575.0	0.0	0.0
1590.0	0.0	0.0
1605.0	12.0	0.000110455028695296
1620.0	37.5	0.0003451719646728
1635.0	0.0	0.0
1650.0	15.0	0.00013806878586912
1665.0	117.5	0.00108153882264144
1680.0	30.5	0.000280739864600544
1695.0	45.5	0.000418808650469664
1710.0	60.0	0.00055227514347648
1725.0	113.0	0.0010401181868807039
1740.0	1.5	1.3806878586912e-05
1755.0	162.0	0.0014911428873864959
1770.0	0.0	0.0
1785.0	0.0	0.0
1800.0	68.0	0.0006259118292733439
1815.0	265.0	0.00243921521702112
1830.0	200.0	0.0018409171449216
1845.0	99.0	0.000911253986736192
1860.0	27.5	0.00025312610742672
1875.0	9.5	8.7443564383776e-05
1890.0	12.5	0.0001150573215576
1905.0	121.5	0.001118357165539872
1920.0	104.0	0.000957276915359232
1935.0	2.0	1.8409171449216e-05
1950.0	2.0	1.8409171449216e-05
1965.0	11.0	0.000101250442970688
1980.0	104.0	0.000957276915359232
1995.0	108.0	0.000994095258257664
2010.0	43.0	0.000395797186158144
2025.0	29.5	0.000271535278875936
2040.0	0.0	0.0
2055.0	0.0	0.0
2070.0	21.5	0.000197898593079072
2085.0	18.0	0.000165682543042944
2100.0	87.5	0.0008054012509032
2115.0	90.0	0.00082841271521472
2130.0	0.0	0.0
2145.0	0.0	0.0
2160.0	99.5	0.000915856279598496
2175.0	44.5	0.000409604064745056
2190.0	163.0	0.0015003474731111039
2205.0	81.5	0.0007501737365555519
2220.0	243.5	0.002241316623942048
2235.0	63.0	0.000579888900650304
2250.0	284.0	0.002614102345788672
2265.0	444.0	0.0040868360617259515
2280.0	23.5	0.00021630776452828798
2295.0	45.5	0.000418808650469664
2310.0	37.0	0.000340569671810496
2325.0	152.5	0.00140369932300272
2340.0	60.0	0.00055227514347648
2355.0	28.0	0.00025772840028902397
2370.0	52.0	0.000478638457679616
2385.0	65.5	0.000602900364961824
